categories = ['Arts and Entertainment', 'Business and Consumer Services', 'Community and Society', 'Computers Electronics and Technology', 'eCommerce and Shopping', 'Finance', 'Food and Drink', 'Gambling', 'Games', 'Health', 'Heavy Industry and Engineering', 'Hobbies and Leisure', 'Home and Garden', 'Jobs and Career', 'Law and Government', 'Lifestyle', 'News and Media Publishers', 'Pets and Animals', 'Reference Materials', 'Science and Education', 'Sports', 'Travel and Tourism', 'Vehicles', 'Adult']

Extension,index,load_time,website,key
privacy-badger,77,-5414,www.mida.gov.my,NULL
privacy-badger,78,-5351,www.indiatimes.com,News
privacy-badger,79,-5298,www.hepsiburada.com,NULL
privacy-badger,80,-5247,www.mashable.com,Business & Industrial
privacy-badger,81,-5244,www.learnmech.com,NULL
privacy-badger,82,-5130,www.pinterest.com,Online Communities
privacy-badger,83,-5004,www.groove.cm,NULL
ublock,1,-55881,www.lastnighton.com,NULL
ublock,2,-50934,www.cqkjwx.com,NULL
ublock,3,-44763,www.360doc.com,NULL
ublock,4,-41953,www.dailymail.co.uk,News
ublock,5,-37316,www.thesun.co.uk,News
ublock,6,-36461,www.hollywoodreporter.com,News
ublock,7,-35474,www.schooldigger.com,NULL
ublock,8,-34948,www.livescience.com,Science
ublock,9,-34806,www.techradar.com,News
ublock,10,-33860,www.huffpost.com,News
ublock,11,-31874,www.nypost.com,News
ublock,12,-28985,www.huffingtonpost.com,News
ublock,13,-25729,www.reuters.com,News
ublock,14,-24593,www.foxnews.com,News
ublock,15,-23436,www.variety.com,Arts & Entertainment
ublock,16,-23124,www.rollingstone.com,Arts & Entertainment
ublock,17,-23093,www.box.com,Sports
ublock,18,-23046,www.ifeng.com,NULL
ublock,19,-22701,www.codexnomina.com,NULL
ublock,20,-20321,www.dictionary.com,Reference
ublock,21,-19990,www.arstechnica.com,NULL
ublock,22,-19960,www.careerindia.com,NULL
ublock,23,-19446,www.speedtest.net,Computer
ublock,24,-19242,www.mlb.com,Sports
ublock,25,-18641,www.pornhub.com,Adult
ublock,26,-18102,www.time.com,News
ublock,27,-17454,www.autohome.com.cn,Vehicles
ublock,28,-17087,www.smithsonianmag.com,Reference
ublock,29,-16800,www.slate.com,News
ublock,30,-16329,www.nicovideo.jp,Arts-and-Entertainment
ublock,31,-16097,www.netscape.com,NULL
ublock,32,-15831,www.sfgate.com,News
ublock,33,-15379,www.marinelink.com,NULL
ublock,34,-14894,www.eventbrite.com,Arts & Entertainment
ublock,35,-13784,www.chron.com,News
ublock,36,-13201,www.thehill.com,News
ublock,37,-12355,www.metsmerizedonline.com,NULL
ublock,38,-11790,www.rusjev.net,NULL
ublock,39,-11604,www.britannica.com,Reference
ublock,40,-11422,www.zhipin.com,Jobs-and-Career
ublock,41,-11397,www.forbes.com,News
ublock,42,-11119,www.atlassian.net,Computers & Electronics
ublock,43,-11073,www.newyorker.com,News
ublock,44,-10954,www.hy-dl.com.cn,NULL
ublock,45,-10843,www.thetimes.co.uk,News
ublock,46,-10816,www.digitaltrends.com,Science
ublock,47,-10614,www.lifehacker.com,NULL
ublock,48,-10238,www.marketwatch.com,Business & Industrial
ublock,49,-10220,www.usatoday.com,News
ublock,50,-9872,www.news.com.au,Sports
ublock,51,-9327,www.zhcommerce.cn,NULL
ublock,52,-9100,www.cnn.com,News
ublock,53,-8918,www.ndtv.com,News
ublock,54,-8810,www.hatena.ne.jp,NULL
ublock,55,-8689,www.thedailybeast.com,Arts & Entertainment
ublock,56,-8488,www.pcmag.com,Shopping
ublock,57,-8442,www.moneycontrol.com,Finance
ublock,58,-8411,www.genius.com,Arts & Entertainment
ublock,59,-8375,www.groove.cm,NULL
ublock,60,-8373,www.newscientist.com,NULL
ublock,61,-8247,www.gamespot.com,Games
ublock,62,-7957,www.notthebee.com,Arts & Entertainment
ublock,63,-7647,www.gitee.com,NULL
ublock,64,-7505,www.hilton.com,Travel
ublock,65,-7261,www.moto-net.com,NULL
ublock,66,-7065,www.ign.com,Games
ublock,67,-6966,www.nreionline.com,NULL
ublock,68,-6851,www.patient.info,NULL
ublock,69,-6834,www.timeanddate.com,Science-and-Education
ublock,70,-6637,www.zombsroyale.io,NULL
ublock,71,-6518,www.wowhead.com,Arts & Entertainment
ublock,72,-6422,www.wired.com,NULL
ublock,73,-6410,www.wsj.com,Business & Industrial
ublock,74,-6389,www.mashable.com,Business & Industrial
ublock,75,-6181,bestfonts.pro,NULL
ublock,76,-6165,www.feishu.cn,NULL
ublock,77,-6096,www.bestbuy.com,Computers-Electronics-and-Technology
ublock,78,-5988,www.dlsite.com,Adult
ublock,79,-5944,www.mida.gov.my,NULL
ublock,80,-5931,www.crashlytics.com,NULL
ublock,81,-5837,www.bizjournals.com,NULL
ublock,82,-5728,www.rcfl.com.hk,NULL
ublock,83,-5672,www.andropalace.org,NULL
ublock,84,-5617,www.fandom.com,Arts & Entertainment
ublock,85,-5571,www.iqiyi.com,Sports
ublock,86,-5559,www.economist.com,News
ublock,87,-5520,www.latimes.com,News
ublock,88,-5475,www.dglobe.com,NULL
ublock,89,-5468,www.verizon.com,Internet & Telecom
ublock,90,-5449,www.newsweek.com,News
ublock,91,-5448,www.thisvid.com,NULL
ublock,92,-5307,www.vox.com,Arts & Entertainment
ublock,93,-5280,www.indiatimes.com,News
ublock,94,-5200,www.china.com,NULL
ublock,95,-5101,www.braze.com,NULL
ublock,96,-5001,3lift.com,NULL
scriptsafe,1,-57160,www.lastnighton.com,NULL
scriptsafe,2,-45244,www.360doc.com,NULL
scriptsafe,3,-43604,www.dailymail.co.uk,News
scriptsafe,4,-39433,www.thesun.co.uk,News
scriptsafe,5,-37837,www.hollywoodreporter.com,News
scriptsafe,6,-37133,www.techradar.com,News
scriptsafe,7,-36918,www.schooldigger.com,NULL
scriptsafe,8,-36508,www.nypost.com,News
scriptsafe,9,-36446,www.livescience.com,Science
scriptsafe,10,-34988,www.huffpost.com,News
scriptsafe,11,-31351,www.mlb.com,Sports
scriptsafe,12,-30545,www.foxnews.com,News
scriptsafe,13,-30495,www.huffingtonpost.com,News
scriptsafe,14,-30247,www.cqkjwx.com,NULL
scriptsafe,15,-28730,www.reuters.com,News
scriptsafe,16,-26774,www.galeracluster.com,NULL
scriptsafe,17,-25353,www.ifeng.com,NULL
scriptsafe,18,-24627,www.box.com,Sports
scriptsafe,19,-24535,www.variety.com,Arts & Entertainment
scriptsafe,20,-23754,www.rollingstone.com,Arts & Entertainment
scriptsafe,21,-23010,www.autohome.com.cn,Vehicles
scriptsafe,22,-21866,www.codexnomina.com,NULL
scriptsafe,23,-21686,www.gitee.com,NULL
scriptsafe,24,-21651,www.doubledivision.org,NULL
scriptsafe,25,-21600,www.dictionary.com,Reference
scriptsafe,26,-21468,www.averagelinuxuser.com,NULL
scriptsafe,27,-21351,www.smithsonianmag.com,Reference
scriptsafe,28,-21105,www.time.com,News
scriptsafe,29,-21090,www.groove.cm,NULL
scriptsafe,30,-20588,www.speedtest.net,Computer
scriptsafe,31,-20560,www.arstechnica.com,NULL
scriptsafe,32,-20520,www.sina.com.cn,Sports
scriptsafe,33,-20385,www.careerindia.com,NULL
scriptsafe,34,-19255,www.nicovideo.jp,Arts-and-Entertainment
scriptsafe,35,-18461,www.thetimes.co.uk,News
scriptsafe,36,-18343,www.pornhub.com,Adult
scriptsafe,37,-18154,www.netscape.com,NULL
scriptsafe,38,-17628,www.sfgate.com,News
scriptsafe,39,-17581,www.wired.com,NULL
scriptsafe,40,-17556,www.slate.com,News
scriptsafe,41,-16948,www.eventbrite.com,Arts & Entertainment
scriptsafe,42,-15975,www.marinelink.com,NULL
scriptsafe,43,-15171,www.thehill.com,News
scriptsafe,44,-14633,www.chron.com,News
scriptsafe,45,-14621,www.newyorker.com,News
scriptsafe,46,-14407,www.marketwatch.com,Business & Industrial
scriptsafe,47,-14237,www.wsj.com,Business & Industrial
scriptsafe,48,-13975,www.rusjev.net,NULL
scriptsafe,49,-13938,www.wps.cn,NULL
scriptsafe,50,-13529,www.britannica.com,Reference
scriptsafe,51,-13300,www.forbes.com,News
scriptsafe,52,-12676,www.scmp.com,News
scriptsafe,53,-12550,www.atlassian.net,Computers & Electronics
scriptsafe,54,-12363,www.zhcommerce.cn,NULL
scriptsafe,55,-12270,www.news.com.au,Sports
scriptsafe,56,-11837,www.bestbuy.com,Computers-Electronics-and-Technology
scriptsafe,57,-11784,www.zhipin.com,Jobs-and-Career
scriptsafe,58,-11662,www.ign.com,Games
scriptsafe,59,-11653,www.shein.com,Lifestyle
scriptsafe,60,-11619,www.metsmerizedonline.com,NULL
scriptsafe,61,-11444,www.digitaltrends.com,Science
scriptsafe,62,-11304,www.ndtv.com,News
scriptsafe,63,-11202,www.cnabke.com,NULL
scriptsafe,64,-11001,www.cnn.com,News
scriptsafe,65,-10889,www.usatoday.com,News
scriptsafe,66,-10882,www.thedailybeast.com,Arts & Entertainment
scriptsafe,67,-10824,www.gamespot.com,Games
scriptsafe,68,-10655,www.nba.com,Sports
scriptsafe,69,-10575,www.lifehacker.com,NULL
scriptsafe,70,-10437,www.washingtonpost.com,News
scriptsafe,71,-10422,www.claroshop.com,NULL
scriptsafe,72,-10304,www.hepsiburada.com,NULL
scriptsafe,73,-10283,www.wowhead.com,Arts & Entertainment
scriptsafe,74,-10136,www.hy-dl.com.cn,NULL
scriptsafe,75,-10131,www.opensea.io,NULL
scriptsafe,76,-10094,www.moneycontrol.com,Finance
scriptsafe,77,-9974,www.dglobe.com,NULL
scriptsafe,78,-9923,www.twitch.tv,Arts & Entertainment
scriptsafe,79,-9624,www.hatena.ne.jp,NULL
scriptsafe,80,-9601,www.hilton.com,Travel
scriptsafe,81,-9512,www.economist.com,News
scriptsafe,82,-9496,www.genius.com,Arts & Entertainment
scriptsafe,83,-9344,www.listerine.com,NULL
scriptsafe,84,-9327,www.theverge.com,Computers & Electronics
scriptsafe,85,-9269,www.moto-net.com,NULL
scriptsafe,86,-9130,www.nreionline.com,NULL
scriptsafe,87,-9053,www.vox.com,Arts & Entertainment
scriptsafe,88,-9017,www.ea.com,Games
scriptsafe,89,-8965,www.zcool.com.cn,NULL
scriptsafe,90,-8935,www.dytt8.net,NULL
scriptsafe,91,-8893,www.amap.com,Reference-Materials
scriptsafe,92,-8750,www.nytimes.com,News
scriptsafe,93,-8735,www.pcmag.com,Shopping
scriptsafe,94,-8724,www.china.com,NULL
scriptsafe,95,-8669,www.newscientist.com,NULL
scriptsafe,96,-8598,www.cookscountry.com,NULL
scriptsafe,97,-8528,www.notthebee.com,Arts & Entertainment
scriptsafe,98,-8466,www.archbold.org,NULL
scriptsafe,99,-8319,www.3dmgame.com,Games
scriptsafe,100,-8162,www.1688.com,NULL
canvas-antifp,1,-50519,www.cqkjwx.com,NULL
canvas-antifp,2,-45308,www.360doc.com,NULL
canvas-antifp,3,-36458,www.lastnighton.com,NULL
canvas-antifp,4,-23340,www.thesun.co.uk,News
canvas-antifp,5,-22314,www.box.com,Sports
canvas-antifp,6,-21315,www.huffingtonpost.com,News
canvas-antifp,7,-17218,www.pornhub.com,Adult
canvas-antifp,8,-17202,www.gitee.com,NULL
canvas-antifp,9,-15407,www.eventbrite.com,Arts & Entertainment
canvas-antifp,10,-14460,www.dictionary.com,Reference
canvas-antifp,11,-13642,www.arstechnica.com,NULL
canvas-antifp,12,-12904,www.marinelink.com,NULL
canvas-antifp,13,-12072,www.netscape.com,NULL
canvas-antifp,14,-11441,www.autohome.com.cn,Vehicles
canvas-antifp,15,-11064,www.atlassian.net,Computers & Electronics
canvas-antifp,16,-10258,www.wps.cn,NULL
canvas-antifp,17,-10180,www.reuters.com,News
canvas-antifp,18,-9792,www.zhcommerce.cn,NULL
canvas-antifp,19,-9605,www.hatena.ne.jp,NULL
canvas-antifp,20,-9218,www.hy-dl.com.cn,NULL
canvas-antifp,21,-8814,www.rcfl.com.hk,NULL
canvas-antifp,22,-8161,www.digitaltrends.com,Science
canvas-antifp,23,-7302,www.zhipin.com,Jobs-and-Career
canvas-antifp,24,-7042,www.thetimes.co.uk,News
canvas-antifp,25,-6916,www.variety.com,Arts & Entertainment
canvas-antifp,26,-6395,www.itu.int,Business & Industrial
canvas-antifp,27,-5918,www.medicalnewstoday.com,Health
canvas-antifp,28,-5750,www.slate.com,News
canvas-antifp,29,-5467,www.newscientist.com,NULL
canvas-antifp,30,-5425,www.groove.cm,NULL
adguard,1,-66738,www.teamcolorcodes.com,NULL
adguard,2,-55144,www.lastnighton.com,NULL
adguard,3,-38651,www.thesun.co.uk,News
adguard,4,-38210,www.360doc.com,NULL
adguard,5,-37275,www.cqkjwx.com,NULL
adguard,6,-37256,www.dailymail.co.uk,News
adguard,7,-36179,www.schooldigger.com,NULL
adguard,8,-35547,www.techradar.com,News
adguard,9,-34619,www.livescience.com,Science
adguard,10,-33479,www.hollywoodreporter.com,News
adguard,11,-28050,www.huffpost.com,News
adguard,12,-26970,www.nypost.com,News
adguard,13,-23776,www.variety.com,Arts & Entertainment
adguard,14,-23566,www.reuters.com,News
adguard,15,-23527,www.huffingtonpost.com,News
adguard,16,-23512,www.rollingstone.com,Arts & Entertainment
adguard,17,-22941,www.box.com,Sports
adguard,18,-21601,www.codexnomina.com,NULL
adguard,19,-21442,www.foxnews.com,News
adguard,20,-20512,www.smithsonianmag.com,Reference
adguard,21,-20494,www.dictionary.com,Reference
adguard,22,-19459,www.careerindia.com,NULL
adguard,23,-18892,www.speedtest.net,Computer
adguard,24,-17212,www.arstechnica.com,NULL
adguard,25,-16002,www.time.com,News
adguard,26,-15526,www.marinelink.com,NULL
adguard,27,-15419,www.slate.com,News
adguard,28,-15050,www.nicovideo.jp,Arts-and-Entertainment
adguard,29,-15012,www.netscape.com,NULL
adguard,30,-14931,www.mlb.com,Sports
adguard,31,-14723,www.sfgate.com,News
adguard,32,-14699,www.eventbrite.com,Arts & Entertainment
adguard,33,-12060,www.metsmerizedonline.com,NULL
adguard,34,-11381,www.chron.com,News
adguard,35,-11291,www.marketwatch.com,Business & Industrial
adguard,36,-10673,www.lifehacker.com,NULL
adguard,37,-10455,www.atlassian.net,Computers & Electronics
adguard,38,-10425,www.thehill.com,News
adguard,39,-9891,www.pornhub.com,Adult
adguard,40,-9468,www.gamespot.com,Games
adguard,41,-9305,www.britannica.com,Reference
adguard,42,-9250,www.forbes.com,News
adguard,43,-8827,www.usatoday.com,News
adguard,44,-8803,www.digitaltrends.com,Science
adguard,45,-8747,www.genius.com,Arts & Entertainment
adguard,46,-8348,www.moneycontrol.com,Finance
adguard,47,-8270,www.wired.com,NULL
adguard,48,-7967,www.wowhead.com,Arts & Entertainment
adguard,49,-7956,www.hy-dl.com.cn,NULL
adguard,50,-7861,www.ign.com,Games
adguard,51,-7685,www.gitee.com,NULL
adguard,52,-7513,www.dytt8.net,NULL
adguard,53,-7446,www.theverge.com,Computers & Electronics
adguard,54,-7305,www.notthebee.com,Arts & Entertainment
adguard,55,-7138,www.pcmag.com,Shopping
adguard,56,-7017,www.patient.info,NULL
adguard,57,-6843,www.twitch.tv,Arts & Entertainment
adguard,58,-6819,www.timeanddate.com,Science-and-Education
adguard,59,-6789,www.hatena.ne.jp,NULL
adguard,60,-6695,www.ndtv.com,News
adguard,61,-6692,www.news.com.au,Sports
adguard,62,-6516,www.verizon.com,Internet & Telecom
adguard,63,-6235,www.zhcommerce.cn,NULL
adguard,64,-6081,www.newscientist.com,NULL
adguard,65,-5984,www.thedailybeast.com,Arts & Entertainment
adguard,66,-5870,www.shein.com,Lifestyle
adguard,67,-5841,www.zendesk.com,NULL
adguard,68,-5803,www.andropalace.org,NULL
adguard,69,-5791,www.rusjev.net,NULL
adguard,70,-5776,www.learnmech.com,NULL
adguard,71,-5574,www.indiatimes.com,News
adguard,72,-5532,www.thesaurus.com,Reference-Materials
adguard,73,-5446,www.thetimes.co.uk,News
adguard,74,-5445,www.thisvid.com,NULL
adguard,75,-5266,www.zombsroyale.io,NULL
adguard,76,-5209,www.nba.com,Sports
adguard,77,-5113,www.mashable.com,Business & Industrial
user-agent,1,-47771,www.cqkjwx.com,NULL
user-agent,2,-43797,www.teamcolorcodes.com,NULL
user-agent,3,-43681,www.360doc.com,NULL
user-agent,4,-40571,www.lastnighton.com,NULL
user-agent,5,-24230,www.huffpost.com,News
user-agent,6,-23061,www.thesun.co.uk,News
user-agent,7,-22317,www.box.com,Sports
user-agent,8,-17496,www.pornhub.com,Adult
user-agent,9,-14881,www.marinelink.com,NULL
user-agent,10,-14202,www.eventbrite.com,Arts & Entertainment
user-agent,11,-13261,www.arstechnica.com,NULL
user-agent,12,-12845,www.wps.cn,NULL
user-agent,13,-12636,www.autohome.com.cn,Vehicles
user-agent,14,-12636,www.netscape.com,NULL
user-agent,15,-10880,www.foxnews.com,News
user-agent,16,-10795,www.atlassian.net,Computers & Electronics
user-agent,17,-10641,www.zhipin.com,Jobs-and-Career
user-agent,18,-10237,www.gitee.com,NULL
user-agent,19,-9517,www.hatena.ne.jp,NULL
user-agent,20,-9355,www.hollywoodreporter.com,News
user-agent,21,-7548,www.rcfl.com.hk,NULL
user-agent,22,-7064,www.careerindia.com,NULL
user-agent,23,-6709,www.groove.cm,NULL
user-agent,24,-6054,www.schooldigger.com,NULL
user-agent,25,-5779,www.zhcommerce.cn,NULL
user-agent,26,-5453,www.china.com,NULL
user-agent,27,-5448,www.itu.int,Business & Industrial
user-agent,28,-5415,www.mindbox.ru,NULL
user-agent,29,-5249,www.thisvid.com,NULL
user-agent,30,-5161,www.annascosmetics.com,NULL
user-agent,31,-5070,www.pinterest.com,Online Communities
,,,,
adblock,70,5147,www.163.com,Arts-and-Entertainment
adblock,71,5154,www.douban.com,NULL
adblock,72,5365,www.mega.nz,Computers-Electronics-and-Technology
adblock,73,5404,www.jd.com,Business & Industrial
adblock,74,5405,www.mediafire.com,Computers-Electronics-and-Technology
adblock,75,5492,www.adcocktail.com,NULL
adblock,76,5666,www.huaban.com,Hobbies-and-Leisure
adblock,77,5737,www.webex.com,Computers-Electronics-and-Technology
adblock,78,5887,www.rmz.cr,NULL
adblock,79,5983,www.nsw.gov.au,Law & Government
adblock,80,5997,www.newyorker.com,News
adblock,81,6027,www.mttcoin.com,NULL
adblock,82,6063,www.ea.com,Games
adblock,83,6099,www.napolitoday.it,NULL
adblock,84,6116,www.truthsocialviet.com,NULL
adblock,85,6131,www.ohiofestivals.net,NULL
adblock,86,6197,www.eff.org,NULL
adblock,87,6329,www.mdit.edu.cn,NULL
adblock,88,6341,www.sunnymake.com,NULL
adblock,89,6344,www.historicaltruth.net,NULL
adblock,90,6344,www.qidian.com,Arts-and-Entertainment
adblock,91,6447,www.zcool.com.cn,NULL
adblock,92,6534,www.sectigo.com,NULL
adblock,93,6547,www.hobbygames.ru,NULL
adblock,94,6563,www.globo.com,NULL
adblock,95,6594,www.smartedu.cn,NULL
adblock,96,6641,www.vice.com,Sensitive Subjects
adblock,97,6841,www.admin.ch,Business & Industrial
adblock,98,7058,www.galeracluster.com,NULL
adblock,99,7169,www.berkeley.edu,Jobs & Education
adblock,100,7314,www.crntt.com,NULL
adblock,101,7341,www.indiegogo.com,NULL
adblock,102,7408,www.hao123.com,Computers-Electronics-and-Technology
adblock,103,7431,www.china.com,NULL
adblock,104,7539,www.free.fr,Adult
adblock,105,7833,www.oschina.net,NULL
adblock,106,8314,www.thepaper.cn,NULL
adblock,107,8333,www.opdown.com,NULL
adblock,108,8387,www.vox.com,Arts & Entertainment
adblock,109,8441,www.revostar.co.kr,NULL
adblock,110,8695,www.meg-snow.com,NULL
adblock,111,8714,www.miit.gov.cn,NULL
adblock,112,8754,www.cnn.com,News
adblock,113,8791,www.dongchedi.com,Vehicles
adblock,114,8888,www.animemobi.ru,NULL
adblock,115,9167,www.chinatax.gov.cn,Law-and-Government
adblock,116,9441,www.systemair.com,NULL
adblock,117,9571,www.cnki.net,NULL
adblock,118,9623,www.tmall.com,NULL
adblock,119,9987,www.so.com,NULL
adblock,120,10675,www.game16.net,NULL
adblock,121,10745,www.beautynesia.id,NULL
adblock,122,11494,www.docomo.ne.jp,Computers-Electronics-and-Technology
adblock,123,11511,www.ameblo.jp,NULL
adblock,124,11964,www.netimperative.com,Business & Industrial
adblock,125,12371,www.ditp.go.th,NULL
adblock,126,12473,www.cnabke.com,NULL
adblock,127,12924,www.dcinside.com,Arts-and-Entertainment
adblock,128,13683,www.iqiyi.com,Sports
adblock,129,13825,www.rakuten.co.jp,Shopping
adblock,130,14147,www.zhumeiwang.com,NULL
adblock,131,15383,www.smdv.kr,NULL
adblock,132,16190,www.sina.com.cn,Sports
adblock,133,16447,www.chaoxing.com,NULL
adblock,134,17735,www.66law.cn,Law-and-Government
adblock,135,18226,www.dreamstime.com,Arts & Entertainment
adblock,136,18250,www.retirewithcrypto.net,NULL
adblock,137,18332,www.zhibo8.cc,Sports
adblock,138,18812,www.kuai8.com,NULL
adblock,139,19184,www.smzdm.com,NULL
adblock,140,19381,www.illinois.edu,Business & Industrial
adblock,141,20887,www.cherry.tv,NULL
adblock,142,21119,www.autohome.com.cn,Vehicles
adblock,143,21856,www.zol.com.cn,NULL
adblock,144,26158,www.pconline.com.cn,NULL
adblock,145,29714,www.51cto.com,NULL
adblock,146,30751,www.3dmgame.com,Games
adblock,147,32166,www.52pojie.cn,NULL
adblock,148,33415,www.nga.cn,Science-and-Education
adblock,149,33724,www.dingtalk.com,NULL
adblock,150,35354,www.178.com,NULL
adblock,151,35709,www.acfun.cn,NULL
adblock,152,48092,www.hagro.cn,NULL
adblock,153,61553,www.tordarkmarketurl.shop,NULL
decentraleyes,45,5101,www.yuzhaiwy.com,NULL
decentraleyes,46,5103,pinimg.com,Arts-and-Entertainment
decentraleyes,47,5154,www.semena-zakaz.ru,NULL
decentraleyes,48,5170,www.colorado.edu,Law & Government
decentraleyes,49,5243,www.kiofruits.com,NULL
decentraleyes,50,5344,www.vice.com,Sensitive Subjects
decentraleyes,51,5362,www.barcauniversal.com,NULL
decentraleyes,52,5377,www.cnblogs.com,Computers-Electronics-and-Technology
decentraleyes,53,5411,www.jimdo.com,Internet & Telecom
decentraleyes,54,5552,www.hoken-all.co.jp,NULL
decentraleyes,55,5604,www.mcti.gov.br,NULL
decentraleyes,56,5688,www.digicert.com,Computers & Electronics
decentraleyes,57,5797,www.chinatax.gov.cn,Law-and-Government
decentraleyes,58,5889,www.divar.ir,NULL
decentraleyes,59,5941,www.sogou.com,Computers-Electronics-and-Technology
decentraleyes,60,5970,www.thehill.com,News
decentraleyes,61,6015,www.nga.cn,Science-and-Education
decentraleyes,62,6038,www.oschina.net,NULL
decentraleyes,63,6164,www.napolitoday.it,NULL
decentraleyes,64,6182,www.mdit.edu.cn,NULL
decentraleyes,65,6335,www.mayoclinic.org,Health
decentraleyes,66,6455,www.zcool.com.cn,NULL
decentraleyes,67,6532,www.hobbygames.ru,NULL
decentraleyes,68,6619,bestfonts.pro,NULL
decentraleyes,69,6671,www.4399.com,NULL
decentraleyes,70,6706,www.1688.com,NULL
decentraleyes,71,6792,www.xinhuanet.com,NULL
decentraleyes,72,6808,www.sharegate.com,NULL
decentraleyes,73,6938,www.crntt.com,NULL
decentraleyes,74,6950,www.shopgiejo.com,Beauty & Fitness
decentraleyes,75,7031,www.sunnymake.com,NULL
decentraleyes,76,7183,www.163.com,Arts-and-Entertainment
decentraleyes,77,7208,www.revostar.co.kr,NULL
decentraleyes,78,7510,www.rmz.cr,NULL
decentraleyes,79,7619,www.rakuten.co.jp,Shopping
decentraleyes,80,7936,www.iqiyi.com,Sports
decentraleyes,81,8083,www.cnki.net,NULL
decentraleyes,82,8098,www.qidian.com,Arts-and-Entertainment
decentraleyes,83,8367,www.nba.com,Sports
decentraleyes,84,8544,www.chaoxing.com,NULL
decentraleyes,85,8656,www.historicaltruth.net,NULL
decentraleyes,86,9294,www.pconline.com.cn,NULL
decentraleyes,87,9468,www.smartedu.cn,NULL
decentraleyes,88,9886,www.ditp.go.th,NULL
decentraleyes,89,10123,www.cnabke.com,NULL
decentraleyes,90,10370,www.admin.ch,Business & Industrial
decentraleyes,91,10409,www.globo.com,NULL
decentraleyes,92,10487,www.hao123.com,Computers-Electronics-and-Technology
decentraleyes,93,10534,www.beautynesia.id,NULL
decentraleyes,94,10885,www.theverge.com,Computers & Electronics
decentraleyes,95,11037,www.annascosmetics.com,NULL
decentraleyes,96,11109,www.game16.net,NULL
decentraleyes,97,11142,www.meg-snow.com,NULL
decentraleyes,98,11663,www.51cto.com,NULL
decentraleyes,99,11701,www.rcfl.com.hk,NULL
decentraleyes,100,11873,www.animemobi.ru,NULL
decentraleyes,101,12176,www.q-chang.com,NULL
decentraleyes,102,12405,www.zhumeiwang.com,NULL
decentraleyes,103,12923,www.genius.com,Arts & Entertainment
decentraleyes,104,13191,www.dcinside.com,Arts-and-Entertainment
decentraleyes,105,13596,www.docomo.ne.jp,Computers-Electronics-and-Technology
decentraleyes,106,13690,www.britannica.com,Reference
decentraleyes,107,14350,www.opdown.com,NULL
decentraleyes,108,14904,www.ifeng.com,NULL
decentraleyes,109,15351,www.smdv.kr,NULL
decentraleyes,110,15430,www.zol.com.cn,NULL
decentraleyes,111,15655,www.netimperative.com,Business & Industrial
decentraleyes,112,15791,www.thepaper.cn,NULL
decentraleyes,113,15863,www.smh.com.au,NULL
decentraleyes,114,16529,www.zhibo8.cc,Sports
decentraleyes,115,16665,www.newsweek.com,News
decentraleyes,116,17037,www.smzdm.com,NULL
decentraleyes,117,17651,www.notthebee.com,Arts & Entertainment
decentraleyes,118,19028,www.66law.cn,Law-and-Government
decentraleyes,119,21519,www.kuai8.com,NULL
decentraleyes,120,22094,www.autohome.com.cn,Vehicles
decentraleyes,121,26360,www.acfun.cn,NULL
decentraleyes,122,26734,www.178.com,NULL
decentraleyes,123,27717,www.hagro.cn,NULL
decentraleyes,124,29843,www.ign.com,Games
decentraleyes,125,32803,www.eastday.com,Travel-and-Tourism
decentraleyes,126,32823,www.metsmerizedonline.com,NULL
decentraleyes,127,33115,www.ffxnow.com,NULL
decentraleyes,128,38352,www.3dmgame.com,Games
decentraleyes,129,53361,www.zapier.com,Computers & Electronics
disconnect,87,5123,www.varzesh3.com,Sports
disconnect,88,5192,www.cupfox.app,NULL
disconnect,89,5244,www.toutiao.com,NULL
disconnect,90,5400,www.ixxx.com,Adult
disconnect,91,5710,www.mttcoin.com,NULL
disconnect,92,5723,www.cnki.net,NULL
disconnect,93,5760,www.rmz.cr,NULL
disconnect,94,5929,www.pontdugard.fr,NULL
disconnect,95,5981,www.adcocktail.com,NULL
disconnect,96,6074,pinimg.com,Arts-and-Entertainment
disconnect,97,6120,www.ameblo.jp,NULL
disconnect,98,6133,www.wps.cn,NULL
disconnect,99,6263,www.iqiyi.com,Sports
disconnect,100,6317,www.ifeng.com,NULL
disconnect,101,6317,www.shopgiejo.com,Beauty & Fitness
disconnect,102,6404,www.napolitoday.it,NULL
disconnect,103,6549,www.1688.com,NULL
disconnect,104,6682,www.163.com,Arts-and-Entertainment
disconnect,105,6828,www.tmall.com,NULL
disconnect,106,7042,www.sunnymake.com,NULL
disconnect,107,7247,www.thepaper.cn,NULL
disconnect,108,7266,www.meg-snow.com,NULL
disconnect,109,7292,www.qidian.com,Arts-and-Entertainment
disconnect,110,7372,www.smartedu.cn,NULL
disconnect,111,7463,www.barcauniversal.com,NULL
disconnect,112,7577,www.ditp.go.th,NULL
disconnect,113,7770,www.docomo.ne.jp,Computers-Electronics-and-Technology
disconnect,114,7889,www.crntt.com,NULL
disconnect,115,8045,www.opdown.com,NULL
disconnect,116,8655,www.animemobi.ru,NULL
disconnect,117,8776,www.rakuten.co.jp,Shopping
disconnect,118,9133,www.cnabke.com,NULL
disconnect,119,9452,www.semena-zakaz.ru,NULL
disconnect,120,9714,www.globo.com,NULL
